==PROF== Connected to process 260356 (/usr/bin/python3.6)
==PROF== Disconnected from process 260356
"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.avg","sector","15,821.06"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.max","sector","15,876"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.min","sector","15,756"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.sum","sector","506,274"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.avg","sector","438.94"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.max","sector","508"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.min","sector","316"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.sum","sector","14,046"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.avg","inst","4,080"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.max","inst","4,608"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.min","inst","2,304"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","1,305,600"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.avg","inst","5,440"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.max","inst","6,144"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.min","inst","3,072"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","1,740,800"
"0","260356","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.avg","sector","851.50"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.max","sector","872"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.min","sector","832"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_read.sum","sector","27,248"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.avg","sector","0"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.max","sector","0"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.min","sector","0"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","dram__sectors_write.sum","sector","0"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.avg","inst","812.40"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.max","inst","960"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.min","inst","768"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","259,968"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.avg","inst","135.40"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.max","inst","160"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.min","inst","128"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","43,328"
"1","260356","python3.6","127.0.0.1","void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)","2021-May-14 21:41:51","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_read.avg","sector","2.34"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_read.max","sector","36"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_read.min","sector","0"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_read.sum","sector","75"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_write.avg","sector","0"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_write.max","sector","0"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_write.min","sector","0"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","dram__sectors_write.sum","sector","0"
"2","260356","python3.6","127.0.0.1","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)","2021-May-14 21:41:52","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.avg","inst","0"
