==PROF== Connected to process 260709 (/usr/bin/python3.6)
==PROF== Disconnected from process 260709
"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_read.avg","sector","15,747"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_read.max","sector","15,810"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_read.min","sector","15,642"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_read.sum","sector","503,904"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_write.avg","sector","209.78"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_write.max","sector","252"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_write.min","sector","176"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","dram__sectors_write.sum","sector","6,713"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.avg","inst","4,080"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.max","inst","4,608"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.min","inst","2,304"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","1,305,600"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.avg","inst","5,440"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.max","inst","6,144"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.min","inst","3,072"
"0","260709","python3.6","127.0.0.1","volta_sgemm_32x32_sliced1x4_nn","2021-May-14 21:48:03","1","7","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","1,740,800"
